Processo;Superintendencia;Ano_instauracao;Tipologia_processo;Grupo_economico;Servico_telecom;Renuncia;Valor_multa
535200011972014;Superintendencia 2;2014;Certificação de Produtos;Outros;STFC;Não;22140,00
535200012012013;Superintendencia 2;2014;Obrigações Legais e Contratuais;Outros;SCM;Não;47880,00
535200012692014;Superintendencia 2;2015;Irregularidade Técnica;Outros;STFC;Não;937,33
535200012722016;Superintendencia 2;2014;Irregularidade Técnica;Outros;SCM;Não;4543,67
535200014052016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2699,47
535200014172013;Superintendencia 2;2014;Outros;Outros;STFC;Sim;54999,99
535200014182013;Superintendencia 2;2014;Outros;Outros;STFC;Não;892,50
535200014272013;Superintendencia 2;2013;Certificação de Produtos;Grupo 1;STFC;Não;110250,00
535200014402015;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SCM;Não;15530,42
535200015552016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;4543,67
535200016242016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;4543,67
535200017202016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535200018092016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;STFC;Não;2802,71
535200018442016;Superintendencia 2;2014;Certificação de Produtos;Outros;SCM;Não;27500,00
535200018582015;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Sim;5880,04
535200018732016;Superintendencia 2;2015;Licenciamento de Estação;Outros;SCM;Não;4543,67
535200020542014;Superintendencia 2;2018;Não Outorgado - Radiofrequência;Outros;SMP;Não;4810,94
535200021082016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535200021992013;Superintendencia 2;2017;Licenciamento de Estação;Outros;SCM;Não;640,00
535200022612013;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;620,68
535200022752013;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;6949,14
535200023892013;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;STFC;Não;10401,99
535200024332015;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2940,02
535200024342015;Superintendencia 2;2013;Outros;Outros;SCM;Não;2672,75
535200024722013;Superintendencia 2;2015;Outros;Outros;SCM;Não;440,00
535200024922013;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Sim;5345,49
535200024932013;Superintendencia 2;2013;Irregularidade Técnica e Certificação;Outros;SCM;Não;4543,67
535200028752013;Superintendencia 2;2013;Outros;Outros;SCM;Não;5345,49
535200028782013;Superintendencia 2;2013;Outros;Outros;STFC;Sim;1157,36
535200028842014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535200030192013;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535200030202013;Superintendencia 2;2015;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;2271,83
535200030722013;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535200031072013;Superintendencia 2;2013;Outros;Outros;SCM;Não;440,00
535200031322013;Superintendencia 2;2014;Não Outorgado - Serviço;Grupo 3;SMP;Não;3250,00
535200031332013;Superintendencia 2;2014;Outros;Outros;SCM;Não;440,00
535200032302015;Superintendencia 1;2013;Não Outorgado - Serviço;Outros;SCM;Não;4810,94
535200033092014;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535200033892013;Superintendencia 2;2015;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;5345,49
535200033902015;Superintendencia 2;2013;Irregularidade Técnica;Grupo 1;SMP;Sim;8541,78
535200034252013;Superintendencia 2;2014;Outros;Outros;SCM;Não;5345,49
535200034472013;Superintendencia 2;2013;Outros;Outros;SCM;Não;2859,58
535200034622013;Superintendencia 2;2014;Certificação de Produtos;Outros;SCM;Sim;440,00
535200035052014;Superintendencia 1;2013;Obrigações Legais e Contratuais;Outros;SCM;Não;4543,67
535200035062014;Superintendencia 2;2014;Licenciamento de Estação;Outros;SCM;Não;5345,49
535200035072014;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5078,22
535200036972014;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;750,00
535200036982014;Superintendencia 2;2013;Outros;Outros;SCM;Não;330,00
535200036992014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535200037002014;Superintendencia 2;2013;Obstrução à Fiscalização;Grupo 1;SCM;Sim;4543,67
535200037012014;Superintendencia 2;2015;Não Outorgado - Radiofrequência;Outros;SCM;Não;5345,49
535200037162015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SMP;Não;950,00
535200037602015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SMP;Não;600,00
535200038232015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535202004582015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SMP;Sim;1615,00
535240001112018;Superintendencia 2;2016;Certificação de Produtos;Outros;SMP;Não;1152,00
535240003522016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;4810,94
535240004802017;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SMP;Não;797,36
535240005722016;Superintendencia 2;2016;Certificação de Produtos;Outros;SCM;Sim;2271,95
535240006082019;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;13392,37
535240006132013;Superintendencia 2;2013;Licenciamento de Estação;Outros;SCM;Sim;3891,95
535240006222016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;4543,67
535240006242015;Superintendencia 2;2013;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;3470,10
535240006682014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535240007102016;Superintendencia 2;2015;Certificação de Produtos;Outros;SMP;Sim;2664,75
535240007572017;Superintendencia 2;2013;Licenciamento de Estação;Outros;SCM;Sim;440,00
535240007682017;Superintendencia 2;2013;Licenciamento de Estação;Outros;SCM;Sim;440,00
535240008882013;Superintendencia 2;2013;Outros;Outros;SCM;Não;3000,00
535240009002015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;4543,67
535240009582017;Superintendencia 2;2013;Licenciamento de Estação;Outros;SCM;Não;440,00
535240009622017;Superintendencia 2;2013;Licenciamento de Estação;Outros;SCM;Não;558,67
535240009912016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2405,47
535240009922016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;4543,67
535240010042018;Superintendencia 1;2013;Não Outorgado - Radiofrequência;Outros;SCM;Sim;4164,12
535240010772014;Superintendencia 2;2013;Outros;Outros;SCM;Não;440,00
535240011232016;Superintendencia 2;2013;Não Outorgado - Serviço;Grupo 1;SMP;Não;11000,00
535240011262013;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535240011362016;Superintendencia 2;2013;Irregularidade Técnica;Grupo 2;STFC;Sim;15028,42
535240011482014;Superintendencia 2;2013;Direitos do Consumidor - SCM;Outros;SCM;Não;440,00
535240011662013;Superintendencia 2;2013;Irregularidade Técnica;Grupo 3;SCM;Não;2175,00
535240011802016;Superintendencia 2;2013;Irregularidade Técnica;Grupo 4;SMP;Sim;8400,00
535240012332013;Superintendencia 2;2013;Obrigações Legais e Contratuais;Grupo 6;STFC;Não;59324,44
535240013222018;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Sim;3819,00
535240013472013;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Sim;3000,00
535240013522015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;6940,21
535240015272016;Superintendencia 2;2015;Irregularidade Técnica;Grupo 1;SCM;Sim;2672,75
535240015722017;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;4810,94
535240015762014;Superintendencia 2;2013;Outros;Outros;SCM;Não;440,00
535240016742018;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2872,75
535240017452016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;4543,67
535240018432013;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2703,95
535240020412018;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SMP;Não;2152,86
535240020562017;Superintendencia 2;2014;Licenciamento de Estação;Outros;SCM;Não;5452,59
535240021432013;Superintendencia 2;2014;Bens Reversíveis;Grupo 6;STFC;Não;1332480,00
535240021702016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2405,47
535240022122016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;7009,61
535240023752014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535240023932017;Superintendencia 2;2015;Certificação de Produtos;Outros;SCM;Não;440,00
535240024582018;Superintendencia 2;2015;Certificação de Produtos;Outros;SMP;Não;27500,00
535240024822014;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535240025352016;Superintendencia 2;2015;Certificação de Produtos;Outros;SMP;Não;2949,76
535240025872013;Superintendencia 2;2016;Não Outorgado - Serviço;Grupo 1;SEAC;Sim;38773,48
535240026122015;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SMP;Não;5345,49
535240026192015;Superintendencia 2;2013;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;5345,49
535240026472016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535240027122017;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;6940,21
535240027352013;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SMP;Não;1750,00
535240027362013;Superintendencia 2;2014;Outros;Outros;SMP;Não;2100,00
535240028152014;Superintendencia 2;2016;Certificação de Produtos;Outros;SCM;Não;2672,75
535240030032013;Superintendencia 2;2017;Licenciamento de Estação;Outros;SCM;Sim;30161,99
535240030082013;Superintendencia 2;2017;Licenciamento de Estação;Outros;SMP;Sim;2012,51
535240030102013;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SMP;Não;1925,00
535240030112013;Superintendencia 2;2017;Licenciamento de Estação;Outros;SMP;Não;1837,50
535240030172018;Superintendencia 2;2017;Licenciamento de Estação;Outros;SCM;Sim;2025,00
535240030202013;Superintendencia 2;2017;Licenciamento de Estação;Outros;SEAC;Sim;6552,96
535240031022017;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535240031672013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Sim;2392,08
535240032722013;Superintendencia 2;2014;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;5452,40
535240033992018;Superintendencia 2;2016;Irregularidade Técnica;Grupo 3;SMP;Não;5000,00
535240037322015;Superintendencia 2;2016;Irregularidade Técnica;Grupo 2;SMP;Não;1435,54
535240037752016;Superintendencia 1;2014;Direitos do Consumidor - SCM;Outros;SCM;Não;4810,94
535240039052015;Superintendencia 2;2013;Não Outorgado - Serviço e Radiofrequência;Outros;SMP;Sim;2871,07
535240039572013;Superintendencia 2;2016;Irregularidade Técnica;Grupo 4;SCM;Não;2672,75
535240041992014;Superintendencia 1;2013;Obrigações Legais e Contratuais;Grupo 6;SCM;Não;440,00
535240042002014;Superintendencia 2;2018;Certificação de Produtos;Outros;SCM;Não;2872,75
535240042022014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2045,47
535240044332015;Superintendencia 2;2015;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Sim;4810,93
535240045612015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SEAC;Não;3470,10
535240045752013;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Sim;2672,75
535240047512013;Superintendencia 2;2014;Outros;Outros;SCM;Sim;5078,21
535240047622015;Superintendencia 2;2018;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535240050022016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535240050602016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2405,47
535240050772013;Superintendencia 2;2018;Não Outorgado - Radiofrequência;Outros;SCM;Não;4692,80
535240055162014;Superintendencia 2;2017;Licenciamento de Estação;Outros;SCM;Não;7140,21
535240057172013;Superintendencia 1;2013;Outros;Grupo 6;SCM;Não;5880,04
535240057972013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;6704,00
535240065602014;Superintendencia 2;2014;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;3542,52
535240068412014;Superintendencia 2;2017;Licenciamento de Estação;Outros;SCM;Não;5452,40
535240069962014;Superintendencia 2;2018;Certificação de Produtos;Outros;SMP;Não;2642,07
535240074192014;Superintendencia 2;2014;Outros;Outros;SCM;Não;4810,94
535240076282014;Superintendencia 2;2016;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;5345,49
535240077962014;Superintendencia 2;2018;Certificação de Produtos;Outros;SCM;Sim;5631,21
535240085372014;Superintendencia 1;2013;Descumprimento de Determinação;Grupo 1;SCM;Não;2374,20
535240086482013;Superintendencia 2;2015;Outros;Outros;SCM;Não;440,00
535240091832013;Superintendencia 2;2015;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;440,00
535240092542013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5880,04
535240093102014;Superintendencia 2;2017;Outros;Outros;SMP;Não;440,00
535240093792014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535240189942017;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535240190052017;Superintendencia 2;2013;Certificação e Não Outorgado - Serviço;Outros;SCM;Sim;2672,75
535240202102017;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SEAC;Não;5345,49
535280005322016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535280005952015;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SCM;Não;1196,28
535280006952017;Superintendencia 2;2018;Certificação de Produtos;Outros;SCM;Não;2138,20
535280007912018;Superintendencia 1;2013;Não Outorgado - Radiofrequência;Outros;SCM;Não;957,03
535280010232017;Superintendencia 2;2017;Licenciamento de Estação;Outros;SCM;Não;1196,28
535280010332013;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SCM;Não;7009,61
535280010392018;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535280013722013;Superintendencia 2;2018;Licenciamento de Estação;Grupo 1;STFC;Não;3606674,69
535280014442014;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535280014522014;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5078,22
535280016322017;Superintendencia 2;2015;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Sim;10520,32
535280016602013;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Não;13880,42
535280016622013;Superintendencia 2;2014;Descumprimento de Determinação;Outros;SCM;Não;5205,16
535280016702016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2405,47
535280016752016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535280016782016;Superintendencia 2;2015;Irregularidade Técnica;Outros;SCM;Não;5880,04
535280016802016;Superintendencia 2;2015;Irregularidade Técnica;Outros;SCM;Não;2940,02
535280017012017;Superintendencia 2;2013;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;1257,03
535280018352013;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Não;6940,21
535280019632016;Superintendencia 2;2015;Certificação e Não Outorgado - Serviço;Outros;SMP;Sim;2392,08
535280020472017;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;858,11
535280021872016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535280021922013;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SCM;Não;1196,28
535280022062016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SMP;Não;2153,31
535280022322016;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SMP;Não;2392,56
535280023952017;Superintendencia 2;2013;Irregularidade Técnica e Certificação;Outros;SCM;Não;4810,94
535280025092013;Superintendencia 2;2014;Outros;Outros;SCM;Não;2031,31
535280025182016;Superintendencia 2;2014;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;2672,75
535280025352016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Sim;640,00
535280025362013;Superintendencia 2;2014;Não Outorgado - Radiofrequência;Outros;SCM;Sim;7703,64
535280025372013;Superintendencia 2;2014;Outros;Outros;SCM;Não;6940,21
535280025572016;Superintendencia 2;2014;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Sim;2672,76
535280025582016;Superintendencia 2;2014;Não Outorgado - Radiofrequência;Outros;SCM;Não;1315,90
535280025662014;Superintendencia 2;2014;Outros;Outros;SEAC;Sim;3240,00
535280026762016;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SMP;Não;1052,73
535280029202014;Superintendencia 2;2013;Outros;Outros;SCM;Não;7634,23
535280029392016;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SCM;Sim;957,04
535280032902014;Superintendencia 2;2014;Outros;Outros;SCM;Não;5078,22
535280033262016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535280034952015;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535280038162013;Superintendencia 2;2017;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;3453,23
535280039202014;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Sim;7634,22
535280044142015;Superintendencia 2;2015;Não Outorgado - Radiofrequência;Outros;SMP;Não;5738,40
535280044152015;Superintendencia 2;2015;Irregularidade Técnica;Outros;SMP;Sim;4404,12
535280044872016;Superintendencia 2;2019;Não Outorgado - Radiofrequência;Outros;SCM;Não;2392,56
535280045042013;Superintendencia 2;2015;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;1314,63
535280045342015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Sim;5205,16
535280045352015;Superintendencia 2;2015;Não Outorgado - Radiofrequência;Outros;SCM;Não;2539,11
535280045362015;Superintendencia 2;2019;Obstrução à Fiscalização;Outros;SCM;Sim;4164,12
535280045372015;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;4164,12
535280045602016;Superintendencia 2;2018;Não Outorgado - Radiofrequência;Outros;STFC;Não;24704,16
535280045632013;Superintendencia 2;2017;Irregularidade Técnica;Outros;SCM;Não;6940,21
535280046092016;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SMP;Não;440,00
535280047502016;Superintendencia 2;2018;Não Outorgado - Serviço;Outros;SCM;Não;2363,20
535280047532016;Superintendencia 2;2017;Certificação de Produtos;Outros;SMP;Não;2392,56
535280048682016;Superintendencia 1;2013;Não Outorgado - Serviço;Grupo 1;STFC;Não;2672,75
535280048752016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;4543,67
535280049012013;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5257,21
535280049632013;Superintendencia 2;2014;Outros;Outros;SCM;Sim;3000,00
535280052762014;Superintendencia 2;2013;Descumprimento de Determinação;Outros;SCM;Não;2392,56
535280053472017;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SEAC;Não;20320,00
535280054192013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;7911,94
535280057742014;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;3053,69
535280058872013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Sim;3859,49
535280063522013;Superintendencia 2;2017;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Sim;6114,64
535280064222013;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Não;6414,59
535280064492013;Superintendencia 2;2016;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;6093,86
535280064722013;Superintendencia 2;2017;Licenciamento de Estação;Outros;SCM;Não;3010,08
535280065132013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2859,58
535280065142013;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SCM;Não;3807,94
535282014132015;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;4810,94
535320001522017;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535320002142015;Superintendencia 2;2013;Licenciamento de Estação;Grupo 2;SMP;Não;5000,00
535320003442016;Superintendencia 2;2018;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535320003962017;Superintendencia 2;2016;Irregularidade Técnica;Outros;SCM;Não;4543,67
535320004302015;Superintendencia 2;2013;Outros;Outros;SCM;Não;5345,49
535320004392016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535320005352013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;3800,00
535320006192017;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;2271,83
535320006212017;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2539,11
535320006222017;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;5345,49
535320006662016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Sim;5078,23
535320006862018;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;4543,67
535320007672015;Superintendencia 2;2014;Outros;Outros;SCM;Não;5345,49
535320007962016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Sim;5345,49
535320010542016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535320010542017;Superintendencia 2;2015;Não Outorgado - Radiofrequência;Outros;SCM;Não;5345,49
535320010772016;Superintendencia 2;2015;Certificação e Não Outorgado - Radiofrequência;Outros;SMP;Não;5345,49
535320011392016;Superintendencia 2;2016;Licenciamento de Estação;Outros;SCM;Não;446,93
535320012202016;Superintendencia 2;2013;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;2405,47
535320012212016;Superintendencia 2;2015;Irregularidade Técnica;Outros;SCM;Não;4810,94
535320012872016;Superintendencia 2;2015;Não Outorgado - Radiofrequência;Outros;SCM;Não;5345,49
535320012892016;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;3470,10
535320012922016;Superintendencia 2;2018;Não Outorgado - Serviço;Outros;STFC;Não;5880,04
535320012992013;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Não;1500,00
535320013982013;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Sim;2672,76
535320015222016;Superintendencia 2;2017;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535320015762014;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;5345,49
535320016712016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;4810,94
535320016752013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535320017872016;Superintendencia 2;2013;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;440,00
535320022592013;Superintendencia 2;2013;Outros;Outros;SCM;Não;2672,75
535320023512013;Superintendencia 2;2014;Outros;Outros;SCM;Não;2672,75
535320023542014;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Não;1278,23
535320026442014;Superintendencia 2;2014;Não Outorgado - Radiofrequência;Outros;SCM;Não;2672,75
535320026682015;Superintendencia 2;2017;Certificação de Produtos;Outros;SCM;Não;2672,75
535320027322013;Superintendencia 2;2013;Outros;Outros;SCM;Não;2672,75
535320029962013;Superintendencia 2;2014;Outros;Outros;SCM;Não;2672,75
535320029992013;Superintendencia 2;2013;Outros;Outros;SCM;Não;5345,49
535320031332014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;6521,50
535320033802014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SMP;Não;1188,00
535320034622015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5880,04
535320034632015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5880,04
535320035742013;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535320035752013;Superintendencia 2;2013;Obstrução à Fiscalização;Outros;SCM;Sim;5345,49
535320035762013;Superintendencia 2;2013;Outros;Outros;SCM;Sim;5345,49
535320036012014;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Sim;675,99
535322001872015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5078,22
535360000402017;Superintendencia 2;2015;Licenciamento de Estação;Grupo 2;SCM;Não;4810,94
535360001712016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;1629,20
535360001772016;Superintendencia 2;2017;Licenciamento de Estação;Outros;SCM;Não;5345,49
535360003052013;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SMP;Não;550,00
535360003062013;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SMP;Não;1740,00
535360004822016;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Sim;5345,49
535360005582015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5880,04
535360005902014;Superintendencia 2;2015;Outros;Outros;SCM;Não;614,53
535360006102016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535360006132016;Superintendencia 1;2013;Licenciamento de Estação;Grupo 1;SCM;Não;440,00
535360006402015;Superintendencia 1;2013;Não Outorgado - Serviço;Grupo 1;SCM;Não;5345,49
535360006662015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535360006972015;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Sim;5078,23
535362000312015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5880,04
535362000772015;Superintendencia 2;2016;Licenciamento de Estação;Outros;SCM;Não;5345,49
535390000712013;Superintendencia 2;2016;Não Outorgado - Serviço;Grupo 3;SMP;Não;1800,00
535390000812016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535390000992013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;4062,62
535390001142015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535390001152015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535390003432013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SMP;Não;8000,00
535390003792013;Superintendencia 2;2014;Outros;Outros;SMP;Não;6380,00
535390003842016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;3470,10
535390004692018;Superintendencia 2;2013;Certificação de Produtos;Outros;SCM;Não;2442,00
535390004752016;Superintendencia 2;2016;Licenciamento de Estação;Outros;SCM;Não;5345,49
535390004872017;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535390005492013;Superintendencia 2;2013;Licenciamento de Estação;Outros;SCM;Sim;3888,41
535390006282017;Superintendencia 2;2013;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;4543,67
