Processo;Superintendencia;Ano_instauracao;Tipologia_processo;Grupo_economico;Servico_telecom;Renuncia;Valor_multa
535040064952017;Superintendencia 2;2013;Licenciamento de Estação;Outros;SCM;Não;440,00
535040065492014;Superintendencia 2;2013;Obstrução à Fiscalização;Grupo 2;SCM;Não;4879,83
535040066402017;Superintendencia 1;2013;Não Outorgado - Radiofrequência;Outros;SMP;Sim;598,03
535040066942013;Superintendencia 2;2013;Outros;Outros;SCM;Não;3010,08
535040066952013;Superintendencia 1;2013;Outros;Outros;SCM;Não;9046,80
535040066972013;Superintendencia 1;2013;Outros;Outros;SCM;Não;350,03
535040067252017;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535040067332013;Superintendencia 1;2013;Outros;Outros;SCM;Sim;3843,63
535040067402017;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SMP;Não;440,00
535040067502016;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SCM;Não;5595,49
535040067922017;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;5078,22
535040068702017;Superintendencia 1;2013;Licenciamento de Estação;Grupo 4;SCM;Não;1528,51
535040070052017;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Sim;6593,20
535040070062014;Superintendencia 1;2013;Não Outorgado - Serviço;Outros;SCM;Não;2405,47
535040070072014;Superintendencia 2;2013;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;5345,49
535040070132017;Superintendencia 2;2017;Licenciamento de Estação;Outros;STFC;Sim;2950,23
535040071852015;Superintendencia 2;2015;Outros;Outros;SEAC;Não;42788,15
535040072162014;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535040072612017;Superintendencia 1;2013;Descumprimento de Determinação;Outros;SCM;Não;440,00
535040073392014;Superintendencia 2;2014;Licenciamento de Estação;Grupo 3;SCM;Não;5398,95
535040073852013;Superintendencia 2;2014;Outros;Outros;SCM;Sim;10715,66
535040075552013;Superintendencia 2;2015;Outros;Outros;SCM;Não;21300,00
535040075572013;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SMP;Não;3000,00
535040075582013;Superintendencia 2;2018;Certificação de Produtos;Outros;SCM;Não;11417,42
535040075612013;Superintendencia 2;2013;Outros;Outros;SCM;Não;2672,75
535040075622013;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Sim;5345,49
535040076022014;Superintendencia 1;2013;Não Outorgado - Serviço;Outros;STFC;Sim;6803,90
535040076192017;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Sim;2672,75
535040076252014;Superintendencia 2;2017;Certificação e Não Outorgado - Serviço;Grupo 3;SMP;Sim;5000,00
535040077272017;Superintendencia 2;2014;Não Outorgado - Radiofrequência;Outros;SMP;Não;598,02
535040077462013;Superintendencia 2;2014;Irregularidade Técnica e Certificação;Outros;SCM;Não;5345,49
535040077502013;Superintendencia 2;2015;Outros;Outros;SCM;Sim;440,00
535040078492016;Superintendencia 2;2015;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;5595,49
535040079622014;Superintendencia 2;2014;Outros;Outros;SMP;Não;10000,00
535040079642014;Superintendencia 2;2018;Certificação de Produtos;Outros;SCM;Sim;640,00
535040079702016;Superintendencia 2;2018;Certificação de Produtos;Outros;SCM;Não;440,00
535040079852013;Superintendencia 2;2018;Certificação de Produtos;Outros;SCM;Não;440,00
535040079862013;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2413,44
535040079872013;Superintendencia 2;2013;Descumprimento de Determinação;Outros;SCM;Não;55000,00
535040080222016;Superintendencia 2;2013;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;6843,20
535040081152014;Superintendencia 2;2013;Outros;Outros;SCM;Não;5345,49
535040081512015;Superintendencia 2;2014;Outros;Outros;SEAC;Não;44505,05
535040082302014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;7570,02
535040082542014;Superintendencia 2;2013;Obstrução à Fiscalização;Outros;SCM;Não;5552,17
535040083052015;Superintendencia 2;2013;Outros;Outros;SMP;Não;13500,00
535040083222013;Superintendencia 2;2015;Outros;Outros;SCM;Não;3010,08
535040083232013;Superintendencia 2;2017;Licenciamento de Estação;Outros;SCM;Não;7510,08
535040083262013;Superintendencia 1;2013;Licenciamento de Estação;Outros;SCM;Não;451,40
535040083272013;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Não;4784,15
535040083342013;Superintendencia 2;2016;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535040084152015;Superintendencia 2;2017;Certificação e Não Outorgado - Serviço;Grupo 7;SMP;Não;5000,00
535040084682016;Superintendencia 2;2017;Licenciamento de Estação;Outros;SEAC;Não;268,16
535040084752014;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Sim;393,00
535040085582014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;569,84
535040086692017;Superintendencia 2;2014;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;2672,75
535040088912014;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;4543,67
535040088922014;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535040089312013;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SEAC;Sim;3249,09
535040090012014;Superintendencia 2;2013;Outros;Outros;SCM;Não;2672,75
535040090022014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2605,47
535040090812013;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SMP;Sim;1550,00
535040090992015;Superintendencia 2;2013;Outros;Outros;SCM;Não;2672,75
535040092142017;Superintendencia 2;2013;Não Outorgado - Radiofrequência;Outros;SMP;Não;2377,88
535040092162017;Superintendencia 1;2013;Não Outorgado - Radiofrequência;Outros;SMP;Não;538,22
535040092682017;Superintendencia 2;2013;Certificação de Produtos;Outros;SCM;Sim;927,51
535040093082014;Superintendencia 2;2013;Outros;Outros;SCM;Não;4810,94
535040093102014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Sim;4150,03
535040093332014;Superintendencia 2;2014;Não Outorgado - Serviço e Radiofrequência;Grupo 3;SCM;Sim;3120,68
535040093842017;Superintendencia 1;2013;Não Outorgado - Serviço;Grupo 2;SCM;Não;5586,04
535040093922017;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Não;5345,49
535040094312015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535040094742017;Superintendencia 2;2016;Certificação e Não Outorgado - Serviço;Outros;SMP;Não;1088,02
535040094912013;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535040094922013;Superintendencia 2;2014;Licenciamento de Estação;Outros;SCM;Não;3394,22
535040096892013;Superintendencia 1;2013;Obrigações Legais e Contratuais;Grupo 2;STFC;Sim;28864,06
535040098452017;Superintendencia 2;2013;Descumprimento de Determinação;Outros;SCM;Sim;5078,21
535040098632013;Superintendencia 2;2016;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535040098662013;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SMP;Não;5595,49
535040098762013;Superintendencia 2;2014;Outros;Outros;SCM;Não;3510,00
535040099002014;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SMP;Não;750000,00
535040099062013;Superintendencia 2;2014;Obstrução à Fiscalização;Outros;SCM;Não;2872,75
535040099542013;Superintendencia 2;2015;Descumprimento de Determinação;Outros;SCM;Não;5345,49
535040101322014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;3027,29
535040103432015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Sim;5595,49
535040104192014;Superintendencia 2;2013;Licenciamento de Estação;Grupo 3;SMP;Sim;5000,00
535040104202014;Superintendencia 2;2013;Licenciamento de Estação;Grupo 2;SMP;Não;5000,00
535040105022016;Superintendencia 2;2013;Obstrução à Fiscalização;Grupo 2;SMP;Sim;50420,99
535040105372014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;1698,35
535040108382017;Superintendencia 2;2014;Licenciamento de Estação;Outros;SMP;Não;2265,37
535040109022014;Superintendencia 2;2017;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535040112232015;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SMP;Não;110,00
535040112482015;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Não;240,00
535040112502013;Superintendencia 2;2013;Outros;Grupo 4;SCM;Não;375,00
535040112942016;Superintendencia 2;2014;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535040112962016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5595,49
535040114512013;Superintendencia 2;2013;Descumprimento de Determinação;Outros;SCM;Não;11800,00
535040115382015;Superintendencia 2;2015;Outros;Outros;SCM;Sim;1000,00
535040116272017;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SMP;Não;598,02
535040116632017;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Não;5880,04
535040116692016;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Não;6949,14
535040117022013;Superintendencia 2;2017;Certificação de Produtos;Outros;SCM;Não;3234,07
535040117032013;Superintendencia 2;2014;Licenciamento de Estação;Outros;SCM;Não;2257,01
535040117042013;Superintendencia 2;2014;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535040117062013;Superintendencia 2;2017;Licenciamento de Estação;Outros;SCM;Não;440,00
535040117082013;Superintendencia 2;2014;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;540,00
535040117232013;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;13408,00
535040117982013;Superintendencia 2;2018;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;5345,49
535040118392016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;4810,94
535040119482017;Superintendencia 1;2013;Obrigações Legais e Contratuais;Grupo 2;SCM;Não;7002,59
535040120422017;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;5345,49
535040120482017;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Sim;3300,00
535040120562013;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535040122082016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SMP;Sim;598,03
535040122772014;Superintendencia 2;2014;Obstrução à Fiscalização;Grupo 3;SCM;Não;2872,75
535040122782014;Superintendencia 2;2013;Outros;Outros;SCM;Não;5345,49
535040124062017;Superintendencia 2;2013;Descumprimento de Determinação;Outros;SCM;Sim;992,20
535040124232014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535040125252016;Superintendencia 2;2014;Licenciamento de Estação;Grupo 3;SCM;Sim;446,93
535040125272014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2699,47
535040125382013;Superintendencia 2;2016;Obstrução à Fiscalização;Grupo 2;SCM;Não;7800,00
535040126342014;Superintendencia 2;2017;Certificação de Produtos;Outros;SCM;Não;5345,49
535040126352014;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Não;5620,49
535040127612015;Superintendencia 2;2015;Outros;Outros;SMP;Não;110,00
535040128282013;Superintendencia 2;2015;Certificação de Produtos;Outros;SCM;Sim;2709,07
535040128442013;Superintendencia 2;2013;Licenciamento de Estação;Outros;SCM;Não;2324,05
535040129182015;Superintendencia 2;2016;Certificação e Não Outorgado - Serviço;Outros;SCM;Sim;4290,56
535040129192015;Superintendencia 2;2016;Certificação e Não Outorgado - Serviço;Outros;SCM;Sim;440,00
535040129202015;Superintendencia 2;2013;Descumprimento de Determinação;Outros;SCM;Não;5545,49
535040129242015;Superintendencia 2;2013;Licenciamento de Estação;Grupo 2;SCM;Sim;610,43
535040130052016;Superintendencia 2;2015;Obstrução à Fiscalização;Grupo 2;SMP;Sim;226874,94
535040131482016;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;5078,22
535040131892013;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SEAC;Não;1000,00
535040132322014;Superintendencia 2;2013;Certificação de Produtos;Outros;SMP;Não;800,00
535040132322015;Superintendencia 2;2013;Licenciamento de Estação;Outros;SEAC;Sim;3720,11
535040132412015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535040133622013;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535040133632013;Superintendencia 1;2013;Outros;Outros;SCM;Não;2672,75
535040133872014;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Não;5345,49
535040133932013;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Sim;440,00
535040134552015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;STFC;Não;3820,63
535040136592013;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SMP;Não;50000,00
535040137322013;Superintendencia 2;2016;Outros;Outros;SCM;Não;1701,68
535040138032016;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Sim;2672,75
535040138052016;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;5745,49
535040138312016;Superintendencia 2;2017;Certificação de Produtos;Outros;SCM;Não;4810,94
535040138402013;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;STFC;Não;720,00
535040138762016;Superintendencia 2;2013;Certificação e Não Outorgado - Radiofrequência;Outros;SMP;Sim;598,03
535040139082013;Superintendencia 2;2013;Obstrução à Fiscalização;Outros;SCM;Não;20000,00
535040140362014;Superintendencia 2;2016;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;440,00
535040140372014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535040141092013;Superintendencia 2;2014;Certificação de Produtos;Outros;SCM;Sim;750,00
535040142652015;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535040142662015;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535040146422013;Superintendencia 2;2016;Licenciamento de Estação;Outros;SCM;Não;1340,80
535040146442013;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2324,05
535040146452013;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5595,49
535040147092014;Superintendencia 2;2015;Certificação de Produtos;Outros;SCM;Não;5595,49
535040147112014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;3032,75
535040147532013;Superintendencia 2;2013;Certificação de Produtos;Outros;STFC;Sim;7600,00
535040148352014;Superintendencia 2;2014;Outros;Grupo 4;SMP;Sim;7398,60
535040148362014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SMP;Não;900,00
535040148922015;Superintendencia 2;2015;Irregularidade Técnica;Outros;SCM;Não;9900,00
535040148932015;Superintendencia 2;2015;Obstrução à Fiscalização;Outros;SCM;Não;20000,00
535040150072014;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SMP;Não;2392,08
535040150812015;Superintendencia 2;2013;Licenciamento de Estação;Outros;SMP;Sim;2000,00
535040150842015;Superintendencia 2;2015;Licenciamento de Estação;Outros;SMP;Não;110,00
535040153012015;Superintendencia 2;2015;Licenciamento de Estação;Outros;SMP;Sim;1000,00
535040154012013;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Sim;6940,21
535040155212013;Superintendencia 2;2015;Licenciamento de Estação;Outros;SCM;Não;440,00
535040156002013;Superintendencia 2;2017;Obstrução à Fiscalização;Grupo 2;SCM;Não;5595,49
535040156012013;Superintendencia 2;2013;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;6945,49
535040156272014;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SMP;Não;13880,42
535040156672013;Superintendencia 2;2013;Certificação de Produtos;Outros;SCM;Não;2234,67
535040156862015;Superintendencia 2;2014;Certificação de Produtos;Outros;SMP;Sim;1000,00
535040157732014;Superintendencia 2;2015;Não Outorgado - Serviço;Grupo 2;SMP;Sim;5000,00
535040159562014;Superintendencia 2;2015;Irregularidade Técnica;Outros;SCM;Não;4500,00
535040159602014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SMP;Não;4494,57
535040162342014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2872,75
535040163092013;Superintendencia 2;2014;Certificação de Produtos;Outros;SCM;Não;300,00
535040166772014;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Não;2672,75
535040166822014;Superintendencia 2;2015;Não Outorgado - Serviço;Grupo 4;SMP;Sim;440,00
535040166942013;Superintendencia 2;2013;Obstrução à Fiscalização;Outros;SCM;Não;1515,00
535040168602014;Superintendencia 2;2013;Outros;Outros;SCM;Não;4810,94
535040173042013;Superintendencia 2;2013;Outros;Outros;SCM;Não;50298,00
535040173062013;Superintendencia 2;2016;Certificação e Não Outorgado - Serviço;Outros;STFC;Não;3960,00
535040173072013;Superintendencia 2;2016;Certificação e Não Outorgado - Serviço;Outros;SCM;Sim;5345,48
535040173082013;Superintendencia 2;2016;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;2872,75
535040173092013;Superintendencia 2;2013;Outros;Outros;SCM;Não;5545,49
535040174202013;Superintendencia 2;2017;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;2672,75
535040174212013;Superintendencia 2;2013;Obstrução à Fiscalização;Outros;SCM;Não;45980,00
535040175282013;Superintendencia 2;2015;Certificação de Produtos;Outros;SMP;Não;112413,00
535040175892014;Superintendencia 2;2014;Outros;Outros;SCM;Sim;1800,00
535040180332014;Superintendencia 2;2013;Certificação de Produtos;Outros;SMP;Não;11451,34
535040184212017;Superintendencia 2;2013;Irregularidade Técnica e Certificação;Outros;SMP;Sim;110,00
535040184702014;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;3787,50
535040184712014;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Sim;675,00
535040184722014;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Não;3024,00
535040184892013;Superintendencia 2;2013;Licenciamento de Estação;Outros;SMP;Não;11628,00
535040186132013;Superintendencia 2;2013;Licenciamento de Estação;Grupo 7;SMP;Sim;136340,33
535040186152013;Superintendencia 2;2013;Outros;Outros;SCM;Não;40900,00
535040186312014;Superintendencia 2;2013;Não Outorgado - Serviço;Grupo 2;SMP;Sim;2500,00
535040188372014;Superintendencia 2;2014;Outros;Outros;SCM;Sim;4810,49
535040188482014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2840,63
535040191222014;Superintendencia 2;2013;Certificação de Produtos;Outros;SCM;Não;440,00
535040191242014;Superintendencia 2;2014;Outros;Grupo 4;SCM;Não;2872,75
535040191462018;Superintendencia 2;2014;Licenciamento de Estação;Outros;SMP;Não;6385,73
535040191872017;Superintendencia 2;2015;Certificação de Produtos;Grupo 2;SMP;Sim;7321,54
535040193932013;Superintendencia 2;2015;Obstrução à Fiscalização;Outros;SMP;Não;4000,00
535040195662014;Superintendencia 2;2014;Outros;Outros;SCM;Não;637,50
535040195682014;Superintendencia 2;2015;Não Outorgado - Radiofrequência;Outros;SCM;Não;482,63
535040202232014;Superintendencia 2;2015;Não Outorgado - Radiofrequência;Outros;SCM;Não;7500,00
535040202852014;Superintendencia 2;2015;Não Outorgado - Radiofrequência;Outros;SCM;Não;3750,00
535040207862014;Superintendencia 2;2013;Outros;Outros;SCM;Sim;2949,60
535040207872014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2940,02
535040210082014;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;4859,05
535040210092014;Superintendencia 2;2013;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;4810,94
535040210142014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SMP;Sim;4684,64
535040214522014;Superintendencia 2;2013;Outros;Outros;SCM;Não;452,52
535040219992014;Superintendencia 2;2015;Não Outorgado - Radiofrequência;Outros;STFC;Não;86525,38
535040225922014;Superintendencia 2;2014;Licenciamento de Estação;Grupo 2;SCM;Não;683,81
535040225932014;Superintendencia 2;2014;Irregularidade Técnica;Outros;SCM;Sim;6593,20
535040225952014;Superintendencia 2;2014;Outros;Outros;SCM;Não;440,00
535040225962014;Superintendencia 2;2014;Outros;Outros;SCM;Não;2585,47
535040225982014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;6095,49
535080002952016;Superintendencia 2;2014;Não Outorgado - Serviço;Grupo 4;SCM;Não;440,00
535080007602017;Superintendencia 2;2013;Descumprimento de Determinação;Outros;SCM;Não;440,00
535080007772013;Superintendencia 2;2014;Obstrução à Fiscalização;Outros;SCM;Não;3539,71
535080008722013;Superintendencia 2;2013;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;1608,96
535080009922013;Superintendencia 2;2013;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;3010,08
535080010632014;Superintendencia 2;2013;Licenciamento de Estação;Grupo 2;SMP;Sim;5000,00
535080011112013;Superintendencia 2;2013;Outros;Outros;SCM;Não;999,90
535080011122013;Superintendencia 2;2013;Certificação de Produtos;Outros;SCM;Não;2523,72
535080011632016;Superintendencia 2;2013;Certificação de Produtos;Outros;SCM;Não;5345,49
535080011662016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535080014542017;Superintendencia 2;2014;Licenciamento de Estação;Grupo 4;SCM;Sim;2583,27
535080014552017;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535080014572017;Superintendencia 2;2018;Irregularidade Técnica e Certificação;Outros;SCM;Não;440,00
535080017772014;Superintendencia 2;2014;Certificação de Produtos;Outros;SCM;Não;4076,03
535080019232016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535080020182018;Superintendencia 2;2014;Irregularidade Técnica;Grupo 4;SMP;Sim;5000,00
535080020602015;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Sim;6940,21
535080021312017;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535080022952016;Superintendencia 2;2014;Licenciamento de Estação;Grupo 2;SCM;Não;356,15
535080022972016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;4543,67
535080025742016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5899,18
535080026432016;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535080026642017;Superintendencia 2;2018;Licenciamento de Estação;Outros;SMP;Não;2392,08
535080027902014;Superintendencia 2;2018;Não Outorgado - Serviço;Grupo 2;SCM;Não;1162,03
535080028132016;Superintendencia 2;2013;Descumprimento de Determinação;Outros;SCM;Não;1196,28
535080028152016;Superintendencia 2;2013;Obstrução à Fiscalização;Outros;SCM;Não;23548,80
535080029252014;Superintendencia 2;2014;Outros;Grupo 3;SCM;Sim;5000,00
535080029452016;Superintendencia 2;2014;Licenciamento de Estação;Outros;SCM;Não;2672,75
535080029712016;Superintendencia 2;2014;Outros;Outros;SCM;Sim;6940,21
535080029782017;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Sim;4810,93
535080032332013;Superintendencia 2;2014;Outros;Outros;SCM;Não;3010,08
535080033102014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Sim;1358,68
535080033762013;Superintendencia 2;2014;Outros;Outros;SCM;Não;5345,49
535080033832013;Superintendencia 2;2014;Outros;Outros;SCM;Não;5345,49
535080034542017;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;4543,67
535080034952016;Superintendencia 2;2014;Irregularidade Técnica;Outros;STFC;Não;6089,07
535080034962016;Superintendencia 2;2014;Licenciamento de Estação;Outros;SCM;Sim;4543,67
535080035342013;Superintendencia 2;2014;Licenciamento de Estação;Outros;SCM;Não;3089,20
535080035742015;Superintendencia 2;2014;Outros;Outros;SCM;Não;729,40
535080036732015;Superintendencia 2;2014;Outros;Outros;SCM;Sim;13788,14
535080044042017;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;6246,19
535080045052017;Superintendencia 2;2015;Não Outorgado - Radiofrequência;Outros;SMP;Não;1196,04
535080046652015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535080046672015;Superintendencia 2;2017;Licenciamento de Estação;Outros;SCM;Não;6246,19
535080046702015;Superintendencia 2;2013;Obstrução à Fiscalização;Outros;SCM;Não;7634,23
535080048402016;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535080050112014;Superintendencia 2;2013;Certificação e Não Outorgado - Serviço;Outros;SCM;Sim;670,40
535080051272013;Superintendencia 2;2013;Não Outorgado - Serviço e Radiofrequência;Outros;SMP;Sim;1100,00
535080051452013;Superintendencia 2;2014;Licenciamento de Estação;Grupo 3;SMP;Sim;14775,84
535080051462013;Superintendencia 2;2013;Outros;Outros;SCM;Não;8214,88
535080051472013;Superintendencia 1;2013;Outros;Outros;SCM;Não;2904,59
535080053472015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;220,00
535080057722015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;4810,94
535080061122015;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;6246,19
535080063072014;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535080063082014;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535080064962016;Superintendencia 2;2018;Licenciamento de Estação;Grupo 4;SMP;Não;1196,04
535080067102016;Superintendencia 2;2015;Irregularidade Técnica;Grupo 1;SCM;Não;265242,67
535080067842015;Superintendencia 2;2016;Licenciamento de Estação;Outros;SMP;Não;2000,00
535080068332015;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535080071412015;Superintendencia 2;2016;Licenciamento de Estação;Outros;SCM;Não;5345,49
535080073832015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SEAC;Não;6940,21
535080074132015;Superintendencia 2;2014;Não Outorgado - Radiofrequência;Outros;SEAC;Não;5345,49
535080078512015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;6940,21
535080080002015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535080080062015;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Não;5345,49
535080080322015;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535080082162015;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;6940,21
535080083102015;Superintendencia 2;2016;Obstrução à Fiscalização;Outros;SCM;Não;4810,94
535080083502015;Superintendencia 2;2014;Irregularidade Técnica;Grupo 3;SMP;Não;1186,43
535080083932015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535080084582015;Superintendencia 2;2016;Irregularidade Técnica;Outros;SCM;Não;4810,94
535080085042015;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SEAC;Não;5452,40
535080086382015;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Não;4810,94
535080086412014;Superintendencia 2;2014;Outros;Outros;SCM;Sim;20000,00
535080086422014;Superintendencia 2;2014;Obstrução à Fiscalização;Outros;SCM;Não;15381,44
535080087082015;Superintendencia 2;2013;Irregularidade Técnica;Outros;SCM;Não;5345,49
